238,insli,ⵉⵏⵙⵍⵉ,نواة الشجرة
239,tamemmoult,ⵜⴰⵎⴻⵎⵎⵓⵍⵜ,قطيع الجمال
240,tallst,ⵜⴰⵍⵍⵙⵜ,ظلام
241,tawwort,ⵜⴰⵡⵡⵓⵔⵜ,باب
242,tarya,ⵜⴰⵔⵢⴰ,قناة السقي
243,ghilas,ⵖⵉⵍⴰⵙ,فهد
244,adfl,ⴰⴷⴼⵍ,ثلج
245,tbitast,ⵜⴱⵉⵜⴰⵙⵜ,سبانخ
246,taslouft,ⵜⴰⵙⵍⵓⴼⵜ,حشرة
247,matcha,ⵎⴰⵜⵛⴰ,اكل
248,tighira,ⵜⵉⵖⵉⵔⴰ,قراءة
249,aghyoul,ⴰⵖⵢⵓⵍ,حمار
250,ayouch,ⴰⵢⵓⵛ,ايوش (المعطي)
251,ourt,ⵓⵔⵜ,راة
252,aza9ouf,ⴰⵣⴰⵇⵓⴼ,مفسد
253,lid,ⵍⵉⴷ,لا (لا خبز ولا ماء)
254,asari,ⴰⵙⴰⵔⵉ,تنزه
255,9arghass,ⵇⴰⵔⵖⴰⵙⵙ,اقول لها
256,alkhs,ⴰⵍⵅⵙ,لبى (أول الحليب)
257,ajenjar,ⴰⵊⴻⵏⵊⴰⵔ,اجنجار
258,a9as,ⴰⵇⴰⵙ,حب
259,tisounat,ⵜⵉⵙⵓⵏⴰⵜ,حفاظة
260,isjn,ⵉⵙⵊⵏ,واحد
261,aghmas,ⴰⵖⵎⴰⵙ,اسنان
262,frymal,ⴼⵔⵢⵎⴰⵍ,عام القادم بعده
263,mouka,ⵎⵓⴽⴰ,بومة
264,tiḍounin,ⵜⵉⴹⵓⵏⵉⵏ,اخوات الزوج
265,ikhlijn,ⵉⵅⵍⵉⵊⵏ,ادغال
266,arzou,ⴰⵔⵣⵓ,بحث
267,anghal,ⴰⵏⵖⴰⵍ,تخيل
268,anoudm,ⴰⵏⵓⴷⵎ,نعاس
269,amoulgh,ⴰⵎⵓⵍⵖ,زحف
270,amoroḍ,ⴰⵎⵓⵔⵓⴹ,حبو
271,almouzi,ⴰⵍⵎⵓⵣⵉ,تجمد
272,ajan,ⴰⵊⴰⵏ,ربوض
273,aghilaf,ⴰⵖⵉⵍⴰⴼ,ظلم
274,tghawlt,ⵜⵖⴰⵡⵍⵜ,سرعة
275,tissinft,ⵜⵉⵙⵙⵉⵏⴼⵜ,إبرة
276,inghlan,ⵉⵏⵖⵍⴰⵏ,دلع
277,ahnouni,ⴰⵀⵏⵓⵏⵉ,سقوط
278,ads,ⴰⴷⵙ,قرب
279,amhyar,ⴰⵎⵀⵢⴰⵔ,انيق
280,amzwar,ⴰⵎⵣⵡⴰⵔ,أول
281,tisart,ⵜⵉⵙⴰⵔⵜ,منحدر
282,azlmaḍ,ⴰⵣⵍⵎⴰⴹ,يسار
283,a9ran,ⴰⵇⵔⴰⵏ,انسان مرضي
284,azirar,ⴰⵣⵉⵔⴰⵔ,طويل
285,oussar,ⵓⵙⵙⴰⵔ,مسن
286,azdad,ⴰⵣⴷⴰⴷ,رقيق
287,amzdagh,ⴰⵎⵣⴷⴰⵖ,ساكن
288,amdnwi,ⴰⵎⴷⵏⵡⵉ,صياد السمك
289,amrżag,ⴰⵎⵔⵥⴰⴳ,مُرٌّ
290,abssal,ⴰⴱⵙⵙⴰⵍ,بغيض
291,tażmmiṭ,ⵜⴰⵥⵎⵎⵉⵟ,طحين الشعير
292,tziwrin,ⵜⵣⵉⵡⵔⵉⵏ,زبيب
293,taghit,ⵜⴰⵖⵉⵜ,ذكاء
294,tamirout,ⵜⴰⵎⵉⵔⵓⵜ,عرض
295,achlghm,ⴰⵛⵍⵖⵎ,شارب
296,tyaghit,ⵜⵢⴰⵖⵉⵜ,نقل
297,ighrṣn,ⵉⵖⵔⵚⵏ,خيط من الصوف
298,ilidin,ⵉⵍⵉⴷⵉⵏ,مني
299,ifyafn,ⵉⴼⵢⴰⴼⵏ,براري
300,arzaf,ⴰⵔⵣⴰⴼ,زيارة
301,asliwliw,ⴰⵙⵍⵉⵡⵍⵉⵡ,زغرتة
302,irchal,ⵉⵔⵛⴰⵍ,صوت
303,ażżghaṭ,ⴰⵥⵥⵖⴰⵟ,سنة الماضية
304,afad,ⴰⴼⴰⴷ,عطش
305,a9chchoḍ,ⴰⵇⵛⵛⵓⴹ,خشب
306,tzyat,ⵜⵣⵢⴰⵜ,قنينة
307,ingh,ⵉⵏⵖ,حلق
308,ifkr,ⵉⴼⴽⵔ,سلحقاة
309,ta9ttount,ⵜⴰⵇⵜⵜⵓⵏⵜ,مزمار
310,abdour,ⴰⴱⴷⵓⵔ,حاجز
311,afdiḍ,ⴰⴼⴷⵉⴹ,بق (حشرة)
312,aghriw,ⴰⵖⵔⵉⵡ,تناء المزهرية
313,akernennay,ⴰⴽⴻⵔⵏⴻⵏⵏⴰⵢ,حصاة
314,amjiz,ⴰⵎⵊⵉⵣ,لعبة
315,amsdou,ⴰⵎⵙⴷⵓ,اداة تلميع السكين
316,anchiw,ⴰⵏⵛⵉⵡ,ضرط
317,anfḍ,ⴰⵏⴼⴹ,ولاعة
318,ta9rant,ⵜⴰⵇⵔⴰⵏⵜ,خيانة
319,tarbat,ⵜⴰⵔⴱⴰⵜ,بنت
320,arwi,ⴰⵔⵡⵉ,حيوان الدربان
321,arzezzi,ⴰⵔⵣⴻⵣⵣⵉ,دبور
322,toutimt,ⵜⵓⵜⵉⵎⵜ,انثى
323,ichmir,ⵉⵛⵎⵉⵔ,انف العجل
324,aznżar,ⴰⵣⵏⵥⴰⵔ,صرصور
325,azloul,ⴰⵣⵍⵓⵍ,بظر
326,ighiḍ,ⵉⵖⵉⴹ,رماد
327,ilm,ⵉⵍⵎ,جلد
328,ilmsi,ⵉⵍⵎⵙⵉ,مذخنة
329,isrs,ⵉⵙⵔⵙ,حقيبة اكل الحيوان
330,izin,ⵉⵣⵉⵏ,سقف مائل
331,amadoun,ⴰⵎⴰⴷⵓⵏ,غطاء
332,tamit/timitin,ⵜⴰⵎⵉⵜ/ⵜⵉⵎⵉⵜⵉⵏ,سرة
333,takhbayt,ⵜⴰⵅⴱⴰⵢⵜ,جرة كبيرة
334,tidinit,ⵜⵉⴷⵉⵏⵉⵜ,قطعة كبيرة من اللحم
335,tafa,ⵜⴰⴼⴰ,حجر لدرس القمح
336,tasliwgha,ⵜⴰⵙⵍⵉⵡⵖⴰ,خروب
337,taghma,ⵜⴰⵖⵎⴰ,حقيبة
338,taghrit,ⵜⴰⵖⵔⵉⵜ,عصى
339,ouḍar,ⵓⴹⴰⵔ,كاحل
340,talount,ⵜⴰⵍⵓⵏⵜ,غربال من جلد
341,tamdwast,ⵜⴰⵎⴷⵡⴰⵙⵜ,مكنسة (شطابة)
342,tamnghiwt,ⵜⴰⵎⵏⵖⵉⵡⵜ,قتل
343,ṭamża,ⵟⴰⵎⵥⴰ,غولة
344,a9ṭṭon,ⴰⵇⵟⵟⵓⵏ,حذاء (ليبوط)
345,asdi,ⴰⵙⴷⵉ,سلسلة عنق
346,tachwat,ⵜⴰⵛⵡⴰⵜ,مقبض الباب
347,tourta,ⵜⵓⵔⵜⴰ,ابن عرس
348,ouns,ⵓⵏⵙ,قرط الاذن
349,achwaḍ,ⴰⵛⵡⴰⴹ,راس السنبلة
350,azaylou,ⴰⵣⴰⵢⵍⵓ,سكة المحراث
351,tazra,ⵜⴰⵣⵔⴰ,حبل مصنوع من سعف النبات
352,ibra,ⵉⴱⵔⴰ,روث البقر (سماد)
353,tidi,ⵜⵉⴷⵉ,حجم أو القد
354,ilmi,ⵉⵍⵎⵉ,خلية النحل
355,irja,ⵉⵔⵊⴰ,جمرة
356,tisoubla,ⵜⵉⵙⵓⴱⵍⴰ,إبرة غليضة (مخيط)
357,tichit,ⵜⵉⵛⵉⵜ,قملة
358,tizlt,ⵜⵉⵣⵍⵜ,كلوة
359,tizt,ⵜⵉⵣⵜ,عظمة الترقوة
360,tawyalt,ⵜⴰⵡⵢⴰⵍⵜ,ناب
361,achfay,ⴰⵛⴼⴰⵢ,طري
362,aldoun,ⴰⵍⴷⵓⵏ,رصاص
363,anghda,ⴰⵏⵖⴷⴰ,بقاء
364,askoum,ⴰⵙⴽⵓⵎ,نبات الهليون
365,tadgha,ⵜⴰⴷⵖⴰ,نمس
366,ami,ⴰⵎⵉ,عندما
367,il99ou,ⵉⵍⵇⵇⵓ,الان
368,akras,ⴰⴽⵔⴰⵙ,إبهام
369,akinigh,ⴰⴽⵉⵏⵉⵖ,اقول لك
370,inslan,ⵉⵏⵙⵍⴰⵏ,مكنسة
371,asifaf,ⴰⵙⵉⴼⴰⴼ,غربلة
372,samr,ⵙⴰⵎⵔ,واجهة الجبل فيها شمس
373,tamnriwt,ⵜⴰⵎⵏⵔⵉⵡⵜ,زيادة
374,asḍn,ⴰⵙⴹⵏ,انجاب
375,aḍan,ⴰⴹⴰⵏ,مرض
376,afou,ⴰⴼⵓ,شروق
377,arwas,ⴰⵔⵡⴰⵙ,شبه
378,infr,ⵉⵏⴼⵔ,شبل
379,adouri,ⴰⴷⵓⵔⵉ,اختفاء
380,amghrad,ⴰⵎⵖⵔⴰⴷ,كون
381,siklou,ⵙⵉⴽⵍⵓ,شجرة
382,asyoun,ⴰⵙⵢⵓⵏ,صقر
383,al9agh,ⴰⵍⵇⴰⵖ,املس
384,bouch,ⴱⵓⵛ,قبعة
385,aslila,ⴰⵙⵍⵉⵍⴰ,ماء متسخ من الغسيل
386,isanit,ⵉⵙⴰⵏⵉⵜ,ناعورة
387,azwr,ⴰⵣⵡⵔ,جذر
388,abroun,ⴰⴱⵔⵓⵏ,حفرة
389,ziwa,ⵣⵉⵡⴰ,صحن كبير للعجينة
390,tifiḍli,ⵜⵉⴼⵉⴹⵍⵉ,شعر
391,imrzi,ⵉⵎⵔⵣⵉ,ظهر
392,amlzi,ⴰⵎⵍⵣⵉ,عرعار
393,toukhist,ⵜⵓⵅⵉⵙⵜ,سيئة
394,asesten,ⴰⵙⴻⵙⵜⴻⵏ,سؤال
395,ti99t,ⵜⵉⵇⵇⵜ,كي
396,oudi,ⵓⴷⵉ,زيت
397,inis/tinisan,ⵉⵏⵉⵙ/ⵜⵉⵏⵉⵙⴰⵏ,مفتاح
398,zik,ⵣⵉⴽ,باكرا
399,archroch,ⴰⵔⵛⵔⵓⵛ,حطب
400,tifkhsa,ⵜⵉⴼⵅⵙⴰ,معانات
401,ighid,ⵉⵖⵉⴷ,جدي
402,tmouzzrt,ⵜⵎⵓⵣⵣⵔⵜ,جهل
403,iln,ⵉⵍⵏ,قمار
404,tamazight,ⵜⴰⵎⴰⵣⵉⵖⵜ,أمازيغية - لغة
405,yat/at,ⵢⴰⵜ/ⴰⵜ,قرابة
406,tfala,ⵜⴼⴰⵍⴰ,حربة
407,amttoun,ⴰⵎⵜⵜⵓⵏ,خميرة
408,titcha,ⵜⵉⵜⵛⴰ,دودة
409,isli,ⵉⵙⵍⵉ,صخرة الواد
410,amṭṭa,ⴰⵎⵟⵟⴰ,دمع
411,aghzmir,ⴰⵖⵣⵎⵉⵔ,فك السفلي
412,amkli,ⴰⵎⴽⵍⵉ,غذاء
413,alli,ⴰⵍⵍⵉ,مخ
414,amnsi,ⴰⵎⵏⵙⵉ,عشاء
415,tanirt,ⵜⴰⵏⵉⵔⵜ,جبهة
416,oufough,ⵓⴼⵓⵖ,خروج
417,itchi,ⵉⵜⵛⵉ,طبخ
418,tadart,ⵜⴰⴷⴰⵔⵜ,مياه ضحلة
419,adini,ⴰⴷⵉⵏⵉ,مؤخرة
420,isdmar,ⵉⵙⴷⵎⴰⵔ,اتصال
421,inzr,ⵉⵏⵣⵔ,أنف
422,dghya,ⴷⵖⵢⴰ,بسرعة أو فورا
423,aḍo,ⴰⴹⵓ,ريح
424,anou,ⴰⵏⵓ,بئر
425,iḍo,ⵉⴹⵓ,اليوم
426,anwal,ⴰⵏⵡⴰⵍ,مسكن بالقصب والتراب
427,ouḍouḍ,ⵓⴹⵓⴹ,رضاعة
428,ahddouz,ⴰⵀⴷⴷⵓⵣ,مهراس
429,awal,ⴰⵡⴰⵍ,كلام
430,akhidous,ⴰⵅⵉⴷⵓⵙ,برنوس
431,ouwartiw,ⵓⵡⴰⵔⵜⵉⵡ,سنجاب
432,awrir,ⴰⵡⵔⵉⵔ,تل
433,ouchchn,ⵓⵛⵛⵏ,ابن آوى – الذئب
434,awma,ⴰⵡⵎⴰ,أخي
435,ayf,ⴰⵢⴼ,نهد
436,ayyaw,ⴰⵢⵢⴰⵡ,حفيد
437,touytcha,ⵜⵓⵢⵜⵛⴰ,غدا
438,mour,ⵎⵓⵔ,بلاد
439,tamourt,ⵜⴰⵎⵓⵔⵜ,ارض
440,ayrad,ⴰⵢⵔⴰⴷ,أسد
441,iżouran,ⵉⵥⵓⵔⴰⵏ,عروق
442,izzi/iżżan,ⵉⵣⵣⵉ/ⵉⵥⵥⴰⵏ,ذبابة
443,ismgh,ⵉⵙⵎⵖ,عبد
444,ighs,ⵉⵖⵙ,عظم
445,ifis,ⵉⴼⵉⵙ,ضبع
446,aylaf,ⴰⵢⵍⴰⴼ,سرب نحل
447,ilf,ⵉⵍⴼ,خنزير
448,aylmam,ⴰⵢⵍⵎⴰⵎ,بِركة – ضاية
449,imz,ⵉⵎⵣ,إبهام
450,aḍmaz,ⴰⴹⵎⴰⵣ,الم في البطن
451,ayndouz,ⴰⵢⵏⴷⵓⵣ,عجل
452,insi,ⵉⵏⵙⵉ,قنفذ
